college_name,college_type,college_estd,college_rating,college_img_url,college_location,college_contactNumber
"Armed Forces Medical College - [AFMC], Pune",Government,Estd 1948,9.8,https://images.collegedunia.com/public/college_data/images/appImage/10270_afmccover.jpg?w=1286&h=193&mode=stretch,"Southern Command, Near Race Course, Solapur Road, Wanowrie 
 Pune - 411040 
 Maharashtra ,    India",020-26026010
"Symbiosis Law School - [SLS], Pune",Private,Estd 1977,8.3,https://images.collegedunia.com/public/college_data/images/appImage/9127_SLS_New.jpg?w=1286&h=193&mode=stretch,"Survey No 227, Plot 11, Rohan Mithila, Opp. Pune Airport, New Airport Road, Viman Nagar 
 Pune - 411004 
 Maharashtra ,    India","020-66861100  ,    66861118"
"Symbiosis Institute of Design - [SID], Pune",Private,Estd 2002,8.0,https://images.collegedunia.com/public/college_data/images/appImage/1498624703PPPPPPPP.jpg?w=1286&h=193&mode=stretch,"S No. 231/4A, Viman Nagar, 
 Pune - 411014 
 Maharashtra ,    India","020-26634546  ,    26634546  ,    26634547"
"ILS Law College - [ILS], Pune",NAAC Grade A,"SPPU, Pune",7.2,https://images.collegedunia.com/public/college_data/images/appImage/8791_ILSLC_App.jpg?w=1286&h=193&mode=stretch,"Law College Rd, Chiplunkar Road 
 Pune - 411004 
 Maharashtra ,    India","020-25656775  ,    25658665"
"Fergusson College, Pune",NAAC Grade A,"SPPU, Pune",8.0,https://images.collegedunia.com/public/college_data/images/appImage/1284_FERGUSSON_APP.jpg?w=1286&h=193&mode=stretch,"Fergusson College Rd, Shivajinagar 
 Pune - 411004 
 Maharashtra ,    India",020-30866000
"Film and Television Institute of India - [FTII], Pune",nothing,Public Institute (Autonomous),9.0,https://images.collegedunia.com/public/college_data/images/appImage/5483_FILMP_APP.jpg?w=1286&h=193&mode=stretch,"Law College Road, 
 Pune - 411004 
 Maharashtra ,    India","020-25580000  ,    Administrative Office -  25580152  ,    Director's Office -  25580150  ,    Registrar's Office -  25580151"
"Poona College of Pharmacy, Pune",Private,Estd 1981,8.0,https://images.collegedunia.com/public/college_data/images/appImage/9781_P1.jpg?w=1286&h=193&mode=stretch,"Erandwane, Paud Road, 
 Pune - 411038 
 Maharashtra ,    India","020-25461046  ,    25439383"
"Sinhgad Institute of Pharmacy - [SIOP] Narhe, Pune",Private,Estd 2005,8.3,https://images.collegedunia.com/public/college_data/images/appImage/10016_SIOP_New.jpg?w=1286&h=193&mode=stretch,"Mumbai Pune bypass, off. Smt. Kashibai Navale Hospital,  Narhe Road, Narhe (Ambegaon) 
 Pune - 411004 
 Maharashtra ,    India",020-25431001
"Sinhgad Law College, Pune",Private,Estd 2003,7.3,https://images.collegedunia.com/public/college_data/images/appImage/9074_SINLAWC_APP.jpg?w=1286&h=193&mode=stretch,"S.No.10/1 Near Maharashtra Bank Wadgaon Campus, Ambegaon BK, 
 Pune - 411048 
 Maharashtra ,    India",020-24350595
"Mahatma Phule Krishi Vidyapeeth - [MPKV], Pune",nothing,Estd 1968,8.3,https://images.collegedunia.com/public/college_data/images/appImage/6666_MPKV_New.jpg?w=1286&h=193&mode=stretch,"Rahuri, Ahmednagar 
 Pune - 413722 
 Maharashtra ,    India","02426-243861  ,    243215"
"Symbiosis Institute of Business Management - [SIBM], Pune",Private,Estd 1978,8.4,https://images.collegedunia.com/public/college_data/images/appImage/18961_SIBM_New.jpg?w=1286&h=193&mode=stretch,"Symbiosis Knowledge Village, Gram Lavale Via Sus Road, Tal: Mulshi 
 Pune - 412115 
 Maharashtra ,    India",020-39116000
"Symbiosis Centre for Management and Human Resource Development - [SCMHRD], Pune",NAAC,"SIU, Pune",7.7,https://images.collegedunia.com/public/college_data/images/appImage/18958_SCMHRD_New.jpg?w=1286&h=193&mode=stretch,"Symbiosis Infotech Campus, Plot No. 15, Rajiv Gandhi Infotech Park, MIDC, Hinjawadi 
 Pune - 411057 
 Maharashtra ,    India","020-22934304  ,    22934305  ,    22934670"
"Bharati Vidyapeeth University, Institute of Hotel Management and Catering Technology - [IHMCT], Pune",Private,Estd 1992,nothing,https://images.collegedunia.com/public/college_data/images/appImage/7962_H.jpg?w=1286&h=193&mode=stretch,"Satara Road, Katraj- Dhanakwadi 
 Pune - 411043 
 Maharashtra ,    India","020-24372761  ,    24372788"
"Brihan Maharashtra College of Commerce - [BMCC], Pune",NAAC Grade A,"SPPU, Pune",8.3,https://images.collegedunia.com/public/college_data/images/appImage/690_BMCC_APP.jpg?w=1286&h=193&mode=stretch,"845, Shivajinagar 
 Pune - 411004 
 Maharashtra ,    India","Admission Cell -  020-30866200  ,    Exam Section -  30866284  ,    Principal -  30866203"
"St. Mira's College for Girls, Pune",NAAC,"SPPU, Pune",6.8,https://images.collegedunia.com/public/college_data/images/appImage/4940_SMCS_New.jpg?w=1286&h=193&mode=stretch,"6, Koregaon Park 
 Pune - 411001 
 Maharashtra ,    India",020-26124846
"Byramjee Jeejeebhoy Government Medical College - [BJMC], Pune",Government,Estd 1871,8.2,https://images.collegedunia.com/public/college_data/images/appImage/10289_BJMC_APP.jpg?w=1286&h=193&mode=stretch,"Jai Prakash Narayan Road, Near Pune Railway Station, 
 Pune - 411001 
 Maharashtra ,    India","020-26128000  ,    26126010"
"M.E.S. Abasaheb Garware College, Pune",NAAC,"SPPU, Pune",7.9,https://images.collegedunia.com/public/college_data/images/appImage/24171_MES_APP.jpg?w=1286&h=193&mode=stretch,"Maharshi Karve Road, Khilarewadi 
 Pune - 411004 
 Maharashtra ,    India","020-41038200  ,    41038207"
"Bharati Vidyapeeth New Law College -[NLC], Pune",Private,Estd 1978,7.0,https://images.collegedunia.com/public/college_data/images/appImage/8639_law.jpg?w=1286&h=193&mode=stretch,"Educational Complex, Paud Road, Erandwane, Kothrud, Rambaug Colony, Kothrud 
 Pune - 411038 
 Maharashtra ,    India","020-25455854  ,    25278446  ,    25444616"
"College of Engineering  - [COEP], Pune",Public (Autonomous),Estd 1854,8.6,https://images.collegedunia.com/public/college_data/images/appImage/28215_ENGINEERING_NEW.jpg?w=1286&h=193&mode=stretch,"Wellesely Road, Shivajinagar 
 Pune - 411005 
 Maharashtra ,    India",020-25507000
"Savitribai Phule Pune University - [SPPU], Pune",NAAC Grade A,Estd 1949,7.2,https://images.collegedunia.com/public/college_data/images/appImage/1504593097ccccccccccccaaaaaaaaaaammmmmmmmmm.png?w=1286&h=193&mode=stretch,"Pune University Rd, Ganeshkhind, 
 Pune - 411007 
 Maharashtra ,    India","020-25696061  ,    25690062  ,    25696064  ,    25696065  ,    25696061  ,    25698007  ,    25601183"
"Dr DY Patil Dental College & Hospital - [DYPDCH], Pune",NAAC Grade A,"DPU, Pune",7.3,https://images.collegedunia.com/public/college_data/images/appImage/7590_14706504641445323411DY_New.jpg?w=1286&h=193&mode=stretch,"Sant Tukaram Nagar, Pimpri 
 Pune - 411018 
 Maharashtra ,    India","020-27805600  ,    27423422"
"MIT Institute of Design - [MITID], Pune",Private,Estd 2006,7.8,https://images.collegedunia.com/public/college_data/images/appImage/1569396466Annotation20190925125625.jpg?w=1286&h=193&mode=stretch,"Rajbaug, Loni- Kalbhor 
 Pune - 412201 
 Maharashtra ,    India","020-30693600  ,    30693694"
"Defence Institute of Advanced Technology - [DIAT], Pune",NAAC,Estd 1952,8.3,https://images.collegedunia.com/public/college_data/images/appImage/25693_X20.jpg?w=1286&h=193&mode=stretch,"Girinagar 
 Pune - 411025 
 Maharashtra ,    India","Registrar Office -  020-24304021  ,    Admission -  020 -24304424  ,    Admission -  24304425  ,    Admission -  24304025  ,    Administration Recruitment -  24304035  ,    Administration Recruitment -  24304639  ,    24304037"
"Dr DY Patil College of Architecture Akurdi, Pune",Private,Estd 2000,8.1,https://images.collegedunia.com/public/college_data/images/appImage/5645_1446531303DRDYPATILCOA_NEW.jpg?w=1286&h=193&mode=stretch,"Educational Complex, Sector 29, Nigidi Pradhikaran 
 Pune - 411044 
 Maharashtra ,    India","020-27653054  ,    27653058"
"Symbiosis College of Arts and Commerce, Pune",NAAC,"SPPU, Pune",8.3,https://images.collegedunia.com/public/college_data/images/appImage/5066_SCACM_APP.jpg?w=1286&h=193&mode=stretch,"Senapati Bapat Road, 
 Pune - 411004 
 Maharashtra ,    India",020-25653903
"Maharashtra Institute of Medical Education and Research - [MIMER], Pune",Private,Estd 1995,8.4,https://images.collegedunia.com/public/college_data/images/appImage/10698_acdemic.jpg?w=1286&h=193&mode=stretch,"Talegaon Dabhade, 
 Pune - 410507 
 Maharashtra ,    India",02114-308300
"Bharati Vidyapeeth University, Institute of Management and Entrepreneurship Development - [IMED], Pune",Private,Estd 1978,7.7,https://images.collegedunia.com/public/college_data/images/appImage/1500616065cccccccccccccccccc.png?w=1286&h=193&mode=stretch,"Erandwane Campus, Paud Road, Kothrud 
 Pune - 411038 
 Maharashtra ,    India","020-25431060  ,    25425517  ,    25448005"
"Smt Kashibai Navale Medical College and General Hospital - [SKNMCGH], Pune",Private,Estd 1993,7.1,https://images.collegedunia.com/public/college_data/images/appImage/11024_SKNMCGH_NEW.jpg?w=1286&h=193&mode=stretch,"S.No. 49/1, Westerly Bypass Road, Narhe (Ambegaon) 
 Pune - 411041 
 Maharashtra ,    India","0202-4106336  ,    24106184"
"Rajgad Dnyanpeeth's College of Pharmacy - [RDCOP] Bhor, Pune",Private,Estd 1982,8.8,https://images.collegedunia.com/public/college_data/images/appImage/9838_RDCOP_New.jpg?w=1286&h=193&mode=stretch,"Bhor 
 Pune - 412206 
 Maharashtra ,    India",02113-222841
"FAD International, Pune",nothing,Private,8.3,https://images.collegedunia.com/public/college_data/images/appImage/6075_FADPUNE_APP.jpg?w=1286&h=193&mode=stretch,"2nd Floor, Ishanya Design Space, Arcade 1, Opp Golf Course, Airport Road, 
 Pune - 411006 
 Maharashtra ,    India",020-32548008
"Allana College of Pharmacy, Pune",Private,Estd 1996,8.7,https://images.collegedunia.com/public/college_data/images/appImage/9231_ACP_New.jpg?w=1286&h=193&mode=stretch,"2390/B, K. B. Hidayatullah Road, New Modikhana, Azam Campus, Camp 
 Pune - 411001 
 Maharashtra ,    India",020-26442074
"Dr DY  Patil College of Agriculture Business Management, Pune",nothing,"MPKV, Pune",6.8,https://images.collegedunia.com/public/college_data/images/appImage/6620_DDCA_New.jpg?w=1286&h=193&mode=stretch,"Dr. D. Y. Patil Educational Complex, Sector 29, Nigadi Pradhikaran, Akurdi 
 Pune - 411044 
 Maharashtra ,    India","020-27653054  ,    20275155"
"AISSMS College of Hotel Management & Catering Technology - [AISSMS CHMCT], Pune",Private,Estd 1997,7.8,https://images.collegedunia.com/public/college_data/images/appImage/1579263913CHMCTBuilding.jpg?w=1286&h=193&mode=stretch,"55-56, Nyaymurti Ranade Path, near Chhatrapati Shivaji Maharaj Statue, Shivajinagar 
 Pune - 411005 
 Maharashtra ,    India","020-25520488  ,    25511655"
"College of Computer Sciences, Pune",Private,Estd 2000,4.8,https://images.collegedunia.com/public/college_data/images/appImage/870_CCS_APP.jpg?w=1286&h=193&mode=stretch,"Mumbai Banglore Highway Crossing, Survey No. 130, Wakad 
 Pune - 411057 
 Maharashtra ,    India","020-22934719  ,    22934720"
"ASM's College of Commerce, Science & Information Technology - [CSIT], Pune",Private,Estd 2001,8.0,https://images.collegedunia.com/public/college_data/images/appImage/15621_AT_New.jpg?w=1286&h=193&mode=stretch,"S.No. 29/1+2A, Old Mumbai Pune highway, Near Finolex cables bus stop, Pimpri 
 Pune - 411018 
 Maharashtra ,    India",Principal -  020-66351700
"Christ College, Pune",NAAC,"SPPU, Pune",7.5,https://images.collegedunia.com/public/college_data/images/appImage/852_CHRISTPUNE_APP.jpg?w=1286&h=193&mode=stretch,"26/4 A, Vadgaon Sheri, Off Pune Nagar Road,
Opposite Weikfield IT Park 
 Pune - 411014 
 Maharashtra ,    India","Office -  020-20266024  ,    office -  27030147  ,    Principal/Director -  27035052"
"Symbiosis Institute of International Business - [SIIB], Pune",Private,Estd 1992,8.1,https://images.collegedunia.com/public/college_data/images/appImage/1507362742ccccccccccccccccccccccc.jpg?w=1286&h=193&mode=stretch,"G. No. 174/1, Hinjewadi, Taluka - Mulshi 
 Pune - 411057 
 Maharashtra ,    India","020-22934317  ,    22944400"
"Balaji Institute of Modern Management - [BIMM], Pune",Private,Estd 1999,8.2,https://images.collegedunia.com/public/college_data/images/appImage/15006137676747371404980365.jpg?w=1286&h=193&mode=stretch,"Survey No. 55/2-7, Tathawade, Off Mumbai-Bangalore Bypass, 
 Pune - 411033 
 Maharashtra ,    India","020-66741235  ,    66741236  ,    66741243  ,    66741241"
"Army Institute of Technology - [AIT], Pune",Government,Estd 1994,8.3,https://images.collegedunia.com/public/college_data/images/appImage/12868_Army_nw.jpg?w=1286&h=193&mode=stretch,"Dighi Hills, Alandi Road 
 Pune - 411015 
 Maharashtra ,    India","020-27157534  ,    27157612"
"Bharati Vidyapeeth Deemed University - [BVDU], Pune",Ranked 98 for Overall by NIRF 2020,Deemed to be University,7.7,https://images.collegedunia.com/public/college_data/images/appImage/1595829786EgnColgPic.jpg?w=1286&h=193&mode=stretch,"Bharati Vidyapeeth Bhavan, Lal Bahadur Shastri Marg, 
 Pune - 411030 
 Maharashtra ,    India","020-24407114  ,    24407100  ,    24407273"
"Symbiosis Institute of Digital and Telecom Management - [SIDTM], Pune",Private,Estd 1996,8.7,https://images.collegedunia.com/public/college_data/images/appImage/1507355423ban2.jpg?w=1286&h=193&mode=stretch,"Village Lavale, Taluka Mulshi 
 Pune - 412115 
 Maharashtra ,    India","020-28116170  ,    28116180"
"Vaikunth Mehta National Institute of Co-Operative Management - [VAMNICOM], Pune",Private,Estd 1967,7.8,https://images.collegedunia.com/public/college_data/images/appImage/19124_VMNICMP_New.jpg?w=1286&h=193&mode=stretch,"Ganeshkhind Road, Near Pune University 
 Pune - 411007 
 Maharashtra ,    India",020-66221400
"Pune Institute of Business Management - [PIBM], Pune",Private,Estd 2007,7.2,https://images.collegedunia.com/public/college_data/images/appImage/18468_cover.jpg?w=1286&h=193&mode=stretch,"Gut No. 605/1 Lavasa Road, Pirangut, Mulshi, Paud Road 
 Pune - 412115 
 Maharashtra ,    India","020-66036700  ,    66036705  ,    66036709"
"Seth Govind Raghunath Sable College of Pharmacy Saswad, Pune",Private,Estd 1993,7.7,https://images.collegedunia.com/public/college_data/images/appImage/9941_SGRSCP_New.jpg?w=1286&h=193&mode=stretch,"Pune Road, Saswad 
 Pune - 312301 
 Maharashtra ,    India",02115-222212
"International School of Business and Media - [ISB&M] Nande, Pune",Private,Estd 2000,8.2,https://images.collegedunia.com/public/college_data/images/appImage/18105_cvr.jpg?w=1286&h=193&mode=stretch,"Mulshi Group of Institute ,Gat No. 237-243,Near Malhar Machi Resort,Sambhave Tal Mulshi, 
 Pune - 412108 
 Maharashtra ,    India","020-66754651  ,    66754664  ,    66754667"
"Balaji Institute of Management and Human Resource Development - [BIMHRD], Pune",Private,Estd 2004,8.8,https://images.collegedunia.com/public/college_data/images/appImage/17316_BIMHRD_New.jpg?w=1286&h=193&mode=stretch,"Survey No. 55/2-7, Tathawade, Off Mumbai-Bangalore Bypass 
 Pune - 411033 
 Maharashtra ,    India","Telephone No -  020-66741482  ,    66741484  ,    66741485  ,    66741486  ,    30631485"
"Abeda Inamdar Senior College, Pune",Private,Estd 1991,7.6,https://images.collegedunia.com/public/college_data/images/appImage/63_AISC_APP.jpg?w=1286&h=193&mode=stretch,"2390-B, K. B. Hidayatullah Road, Azam Campus, Camp 
 Pune - 411001 
 Maharashtra ,    India","Principal -  020-26446970  ,    Admission -  26457577"
"IIEBM Indus Business School - [IIEBM IBS], Pune",Private,Estd 2000,6.0,https://images.collegedunia.com/public/college_data/images/appImage/1501498671indusbusinessschooliiebmpune.jpg?w=1286&h=193&mode=stretch,"Survey No. 114/1/3, Wakad - Marunje Road, off Mumbai-Bangalore Highway, Wakad 
 Pune - 411057 
 Maharashtra ,    India","8149093780  ,    9860500456  ,    9860500455  ,    9860500454  ,    7709900002"
"Symbiosis Centre for Information Technology - [SCIT], Pune",NAAC Grade A,"SIU, Pune",7.9,https://images.collegedunia.com/public/college_data/images/appImage/18957_cvvr.jpg?w=1286&h=193&mode=stretch,"Plot 15, Phase 1, Hinjawadi, Rajiv Gandhi InfoTech Park 
 Pune - 411057 
 Maharashtra ,    India","020-22934308  ,    22934309  ,    22934310"
"Neville Wadia Institute of Management Studies and Research - [NWIMSR], Pune",Private,Estd 1991,6.7,https://images.collegedunia.com/public/college_data/images/appImage/45444_NWIMSR_NEW.jpg?w=1286&h=193&mode=stretch,"19, Principal V.K Joag Path 
 Pune - 411001 
 Maharashtra ,    India","020 2616 9949  ,    26163275"
"Dr DY Patil College of Pharmacy Akurdi, Pune",Private,Estd 1999,7.1,https://images.collegedunia.com/public/college_data/images/appImage/9764_DrDYPatil_New.jpg?w=1286&h=193&mode=stretch,"Sector 29, Nigadi Pradhikaran, Akurdi 
 Pune - 411044 
 Maharashtra ,    India",020-27653054
"MIT College of Management - [MITCOM] Kothrud, Pune",Private,Estd 2007,7.5,https://images.collegedunia.com/public/college_data/images/appImage/_p2app12.jpg?w=1286&h=193&mode=stretch,"S.No.124, Paud Road, Kothrud 
 Pune - 411038 
 Maharashtra ,    India","For MBA PGP -  8308004040  ,    For MBA PGP -  8308007979  ,    For Executive MBA -  9689816821  ,    For Executive MBA -  8308004040"
"Modern College of Pharmacy Nigdi, Pune",Private,Estd 1998,7.4,https://images.collegedunia.com/public/college_data/images/appImage/9696_MODERNCOL_APP.jpg?w=1286&h=193&mode=stretch,"Sector 21 Yamunanagar Nigdi 
 Pune - 411044 
 Maharashtra ,    India",020-27661315
"Balaji Institute of Telecom and Management - [BITM], Pune",Private Institute (Autonomous),Estd 2002,8.4,https://images.collegedunia.com/public/college_data/images/appImage/17318_BITM_New.jpg?w=1286&h=193&mode=stretch,"Survey No. 55/2-7, Tathawade, Off Mumbai-Bangalore Bypass 
 Pune - 411033 
 Maharashtra ,    India","020-66741271  ,    66741273  ,    66741275  ,    66741277"
"International Institute of Management Studies - [IIMS], Pune",NAAC Grade A,Estd 2005,8.0,https://images.collegedunia.com/public/college_data/images/appImage/18096_IIMS-Build1.jpg?w=1286&h=193&mode=stretch,"Sr.No. 54(1+2/1) Nere Dattawadi, Near Hinjewadi IT Park 
 Pune - 411033 
 Maharashtra ,    India",020-66547500
"SVPM's College of Pharmacy - [SVPM] Malegaon, Pune",Private,Estd 1994,8.1,https://images.collegedunia.com/public/college_data/images/appImage/9968_SVPM_New.png?w=1286&h=193&mode=stretch,"Baramati, Malegaon 
 Pune - 413115 
 Maharashtra ,    India",02112-254447
"Balaji Institute of International Business - [BIIB], Pune",Private Institute (Autonomous),Estd 2003,7.5,https://images.collegedunia.com/public/college_data/images/appImage/1597649255Cover.jpg?w=1286&h=193&mode=stretch,"Survey No. 55/2-7, Tathawade, Off Pune-Mumbai Highway, Wakad 
 Pune - 411033 
 Maharashtra ,    India",020-66741373
"Kirloskar Institute of Advanced Management Studies - [KIAMS], Pune",Ranked 144 for MBA by Indiatoday 2019,Estd 1991,8.4,https://images.collegedunia.com/public/college_data/images/appImage/1583230503Annotation20200303154442d.jpg?w=1286&h=193&mode=stretch,"Gut No. 356 & 357, Near Tata Foundry, Village Dhamane, Taluka Maval, 
 Pune - 410506 
 Maharashtra ,    India","02114-289000  ,    289001  ,    289002"
"Symbiosis Institute of Computer Studies and Research - [SICSR], Pune",Ranked 9 for MBA by Indiatoday 2020,"SIU, Pune",6.9,https://images.collegedunia.com/public/college_data/images/appImage/1572411705Institutephoto1.jpg?w=1286&h=193&mode=stretch,"1st Floor, Atur Centre, Gokhale Cross Road, Model Colony 
 Pune - 411016 
 Maharashtra ,    India","020-25675601  ,    25675603"
"Lexicon MILE - Management Institute of Leadership and Excellence, Pune",Ranked 165 for MBA by Indiatoday 2019,Estd 2009,8.1,https://images.collegedunia.com/public/college_data/images/appImage/1545048818cover.png?w=1286&h=193&mode=stretch,"MILE Tower, Gat No 726, Lexicon Estate Pune Nagar Road, Wagholi 
 Pune - 412207 
 Maharashtra ,    India","9893026519  ,    9146010042  ,    7276816262"
"Alard College of Pharmacy - [ACP], Pune",Private,Estd 2006,7.6,https://images.collegedunia.com/public/college_data/images/appImage/9228_AlardPharmacycover.jpg?w=1286&h=193&mode=stretch,"Survey No. 50, Marunje, Near Rajiv Gandhi IT Park,
Hinjewadi 
 Pune - 411027 
 Maharashtra ,    India","020- 22934188  ,    22934041"
"Bharati Vidyapeeth College of Architecture - [BVCA], Pune",Private,Estd 1994,4.8,https://images.collegedunia.com/public/college_data/images/appImage/5543_CL.jpg?w=1286&h=193&mode=stretch,"Katraj-Dhankawadi 
 Pune - 411043 
 Maharashtra ,    India","020-24375687  ,    24377809  ,    24376986"
"Dr. DY Patil Institute of Hotel Management & Catering Technology - [DYPIHMCT ] Thatawade, Pune",Private,Estd 1997,6.7,https://images.collegedunia.com/public/college_data/images/appImage/7899_1445334751DDYHCT_NEW.jpg?w=1286&h=193&mode=stretch,"Thatawade 
 Pune - 411033 
 Maharashtra ,    India","020-22932626  ,    65112624"
"Vishwakarma Creative-I College - [VCIC], Pune",Private,Estd 2004,6.7,https://images.collegedunia.com/public/college_data/images/appImage/5931_CRETIVEIPUNE_APP.jpg?w=1286&h=193&mode=stretch,"S.No. 3/6 , Lakshmi Nagar, Kondhwa 
 Pune - 411037 
 Maharashtra ,    India","020-64100209  ,    20261256  ,    20261257"
"Marathwada Mitramandal's College of Commerce - [MMCC], Pune",NAAC,"SPPU, Pune",6.9,https://images.collegedunia.com/public/college_data/images/appImage/148499748816033ap.jpg?w=1286&h=193&mode=stretch,"202 / A, Deccan Gymkhana 
 Pune - 411004 
 Maharashtra ,    India","Admission Cell -  0202-5651410  ,    25651449"
"Sinhgad Business School - [SBS] Erandwane, Pune",Private,Estd 2008,7.0,https://images.collegedunia.com/public/college_data/images/appImage/18827_sbspune_app.jpg?w=1286&h=193&mode=stretch,"19/15, Smt Khilare Marg, Erandwane 
 Pune - 411004 
 Maharashtra ,    India","PA to Director -  020-25434314  ,    Reception -  25431001"
"Sinhgad Institute of Management - [SIOM], Pune",Private Institute,Estd 1994,7.1,https://images.collegedunia.com/public/college_data/images/appImage/1491908449AAEAAQAAAAAAAAbXAAAAJDQwOWQ2ZGU1LTAyMTQtNDQ2ZS04Mzg0LWIxNjYzMjIwM2FiNA.jpg?w=1286&h=193&mode=stretch,"S. No. 44/1, Vadgaon (Bk.), Off. Sinhgad Rd. 
 Pune - 411041 
 Maharashtra ,    India","Admission Cell -  020-24356592  ,    24358360  ,    24100000"
"A.K.K. New Law Academy, Pune",Private,Estd 1994,8.0,https://images.collegedunia.com/public/college_data/images/appImage/8569_AKKNLA_APP.jpg?w=1286&h=193&mode=stretch,"Azam Campus, 2390-B, K.B. Hidayatuallah Road 
 Pune - 411001 
 Maharashtra ,    India",020-26442068
"Kohinoor International Management Institute - [KIMI], Pune",nothing,"YCMOU, Nashik",8.5,https://images.collegedunia.com/public/college_data/images/appImage/1491223043AppNew.jpg?w=1286&h=193&mode=stretch,"Kohinoor Global Campus, Subdivision A, Old Pune-Mumbai Highway, Khandala 
 Pune - 410301 
 Maharashtra ,    India","02114-269018  ,    269019  ,    269020"
"Bharati Vidyapeeth Dental College and Hospital - [BVDCH], Pune",Private,Estd 1989,6.7,https://images.collegedunia.com/public/college_data/images/appImage/7556_d 1.jpg?w=1286&h=193&mode=stretch,"D-302, Medical College Rd, Shriram Nagar, Dhankawadi 
 Pune - 411043 
 Maharashtra ,    India","020-24373266  ,    24367300"
"FLAME University, Pune",Ranked  for MBA by Outlook 2020,Estd 2014,7.7,https://images.collegedunia.com/public/college_data/images/appImage/5958_1464681315flame_1459398202.jpg?w=1286&h=193&mode=stretch,"Gat No. 1270, Village Lavale, Off. Pune Bangalore Highway, 
 Pune - 412115 
 Maharashtra ,    India",Admission Cell -  18002094567
"AISSM Society Institute of Management - [AISSMS IOM], Pune",Private,Estd 2002,8.1,https://images.collegedunia.com/public/college_data/images/appImage/1579323880IOM.png?w=1286&h=193&mode=stretch,"2, RB Motilal Kennedy Rd, Near R.T.O, Railway Officers Colony, Shivajinagar 
 Pune - 411001 
 Maharashtra ,    India","020-26058734  ,    26058735"
"Symbiosis Institute of Management Studies - [SIMS], Pune",Private,Estd 1993,7.9,https://images.collegedunia.com/public/college_data/images/appImage/18963_SIMS_New.jpg?w=1286&h=193&mode=stretch,"Range Hills Road, Khadki 
 Pune - 411020 
 Maharashtra ,    India","020-25593250  ,    25593201  ,    25593207"
"Suryadatta Institute of Management and Mass Communication - [SIMMC], Pune",Private,Estd 2002,8.9,https://images.collegedunia.com/public/college_data/images/appImage/1493118105AppNew.jpg?w=1286&h=193&mode=stretch,"""Saraswati"" Wing A, Survey No. 342, Bavdhan 
 Pune - 411021 
 Maharashtra ,    India","9112297608  ,    8956932418  ,    9763266829"
"MITSOM  College, Pune",NAAC Grade A,"SPPU, Pune",8.0,https://images.collegedunia.com/public/college_data/images/appImage/57919_cvr new mg.png?w=1286&h=193&mode=stretch,"S.No. 123, Saraswati Vishwa Building, A Wing, 5th floor, Paud Road, Kothrud 
 Pune - 411038 
 Maharashtra ,    India","Admission Enquiry -  020-32311064  ,    Admission Enquiry -  32311065"
"MA Rangoonwala Institute of Hotel Management and Research, Pune",nothing,"SPPU, Pune",nothing,https://images.collegedunia.com/public/college_data/images/appImage/8027_MA_New.jpg?w=1286&h=193&mode=stretch,"2390 B, KB Hidayatullah Road, Azam Campus, Camp 
 Pune - 411001 
 Maharashtra ,    India",020-26442261
"MIT World Peace University - [MITWPU], Pune",NAAC Grade B | Score 2.9,Estd 1983,7.9,https://images.collegedunia.com/public/college_data/images/appImage/1518500807mitbuilding6.jpg?w=1286&h=193&mode=stretch,"S.No.124, Paud Road, Kothrud, 
 Pune - 411038 
 Maharashtra ,    India","020–25703400  ,    71177104  ,    71177105"
"Vishwakarma Institute of Information Technology - [VIIT], Pune",NAAC Grade A,"SPPU, Pune",7.7,https://images.collegedunia.com/public/college_data/images/appImage/28914_1451278229_Ox6gXWb3IdA0voUocglF.jpg?w=1286&h=193&mode=stretch,"Survey No. 3/4, Kondhwa (Budruk) 
 Pune - 411048 
 Maharashtra ,    India","Principal -  020-26950200  ,    Principal -  26950400  ,    Admissions -  26950451  ,    Admissions -  26950452"
"ASM's Institute of Business Management & Research - [IBMR], Pune",Private,Estd 1983,6.7,https://images.collegedunia.com/public/college_data/images/appImage/57247_12.jpg?w=1286&h=193&mode=stretch,"MIDC, BLOCK ‘C’, Chinchwad 
 Pune - 411019 
 Maharashtra ,    India","020-2747 5090  ,    27478666  ,    27461804"
"Lotus Business School - [LBS] Punawale, Pune",Private,Estd 2011,8.1,https://images.collegedunia.com/public/college_data/images/appImage/18357_LBS_New.png?w=1286&h=193&mode=stretch,"S.No. 52/53,Jhambe Road,Pune Mumbai Expressway,
Punawale, 
 Pune - 411033 
 Maharashtra ,    India","9527449527  ,    9881042965"
"Dr. Bhanuben Nanavati College of Architecture for Women - [BNCA], Pune",Private,Estd 1994,7.5,https://images.collegedunia.com/public/college_data/images/appImage/5574_BNCA_APP.jpg?w=1286&h=193&mode=stretch,"Karvenagar 
 Pune - 411052 
 Maharashtra ,    India","020-25474062  ,    25476966"
"Sinhgad Institute of Hotel Management & Catering Technology - [SIHMCT] Lonavala, Pune",Private Institute,Estd 2004,nothing,https://images.collegedunia.com/public/college_data/images/appImage/8114_SIHMCT_APP.jpg?w=1286&h=193&mode=stretch,"Gat No. 309/310, Kusgaon (Bk) , Lonavala , Off Mumbai-Pune Expressway Taluka:Mawal 
 Pune - 410401 
 Maharashtra ,    India","02114-304313  ,    4304314"
